context_code,response_code,context_type,context,response,sarcasm_ev1,sarcasm_ev2,sarcasm_ev3,mustard_id
9T,R17,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""I went in to her room without knocking, I didn't know she was getting dressed.""",4,1,2,352
9T,R17,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,"Crofton: I went in to her room without knocking, I didn't know she was getting dressed!",4,0,2,352
9T,R17,none,,"Crofton: I went in to her room without knocking, I didn't know she was getting dressed!",2,0,2,352
9T,R18,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""You know me man, I love a pair of titties.""",1,5,0,352
9T,R18,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,"Crofton: You know me man, I love a pair of titties.",3,2,3,352
9T,R18,none,,"Crofton: You know me man, I love a pair of titties.",0,3,2,352
9T,R2,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""It was an accident.""",2,0,2,352
9T,R2,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,Crofton: It was an accident.,3,3,0,352
9T,R2,none,,Crofton: It was an accident.,0,3,0,352
9T,R3,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""I just needed to ask something, it was nothing bad. But I get why she's mad. I kinda just barged in her room, without knocking.""",0,0,0,352
9T,R3,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,"Crofton: I just needed to ask something, it was nothing bad. But I get why she's mad. I kinda just barged in her room, without knocking.",0,0,4,352
9T,R3,none,,"Crofton: I just needed to ask something, it was nothing bad. But I get why she's mad. I kinda just barged in her room, without knocking.",1,0,0,352
9T,R4,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""It was unfortunate timing as I didn't know she was in the flat. So didn't bother knocking on the door. I'm so sorry.""",1,3,0,352
9T,R4,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,Crofton: It was unfortunate timing as I didn't know she was in the flat. So didn't bother knocking on the door. I'm so sorry.,0,0,1,352
9T,R4,none,,Crofton: It was unfortunate timing as I didn't know she was in the flat. So didn't bother knocking on the door. I'm so sorry.,0,0,0,352
9T,R5,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""It was an accident.""",3,0,3,352
9T,R5,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,Crofton: It was an accident.,3,0,0,352
9T,R5,none,,Crofton: It was an accident.,0,0,2,352
9T,R6,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""I accidentally walked into her room after she had just gotten out of the shower and I saw her boobs. It was an accident, but she's still pissed about it.""",2,0,0,352
9T,R6,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,"Crofton: I accidentally walked into her room after she had just gotten out of the shower and I saw her boobs. It was an accident, but she's still pissed about it.",1,0,0,352
9T,R6,none,,"Crofton: I accidentally walked into her room after she had just gotten out of the shower and I saw her boobs. It was an accident, but she's still pissed about it.",1,2,0,352
9T,R7,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""I accidently walked in on her in the shower.""",3,0,2,352
9T,R7,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,Crofton: I accidently walked in on her in the shower.,3,0,0,352
9T,R7,none,,Crofton: I accidently walked in on her in the shower.,1,0,1,352
9T,R8,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""She was showing me a picture on her phone and she scrolled one too many.""",0,0,4,352
9T,R8,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,Crofton: She was showing me a picture on her phone and she scrolled one too many.,0,0,0,352
9T,R8,none,,Crofton: She was showing me a picture on her phone and she scrolled one too many.,4,0,1,352
9T,R9,none,"The other night Crofton barged into his roommate’s room without knocking. She was just out of the shower and almost naked. She has been mad at Crofton ever since and still doesn’t want to talk to him 3 days after the incident. Ryan noticed something is going on between the two and asks Crofton what’s going on. Crofton tells him, ""She’s still upset because I saw her boobies."" Ryan says, ""Well what? What were you doing seeing her boobies?""","Crofton says, ""I accidentally walked in on her after a shower.""",1,0,4,352
9T,R9,none,Crofton: She’s still upset because I saw her boobies.  Ryan: Well what? What were you doing seeing her boobies? ,Crofton: I accidentally walked in on her after a shower.,0,1,5,352
9T,R9,none,,Crofton: I accidentally walked in on her after a shower.,2,1,1,352
